age,workclass,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,income,
65-70,Self-emp-not-inc,14,Widowed,Prof-specialty,Not-in-family,White,Male,2,United-States,>50K,65-70
55-60,Private,13,Divorced,Prof-specialty,Not-in-family,White,Female,48,United-States,>50K,55-60
35-40,Self-emp-inc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,35-40
30-35,Self-emp-not-inc,9,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,>50K,30-35
25-30,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,45,United-States,<=50K,25-30
35-40,Private,9,Divorced,Tech-support,Unmarried,White,Female,50,United-States,<=50K,35-40
25-30,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,25-30
25-30,Private,7,Divorced,Craft-repair,Unmarried,White,Female,52,United-States,<=50K,25-30
40-45,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K,40-45
20-25,Private,10,Never-married,Tech-support,Own-child,White,Male,25,United-States,<=50K,20-25
30-35,Private,13,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,>50K,30-35
30-35,Self-emp-not-inc,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,60,United-States,>50K,30-35
40-45,Private,9,Divorced,Other-service,Not-in-family,Black,Female,35,United-States,<=50K,40-45
45-50,Private,9,Divorced,Craft-repair,Unmarried,White,Male,40,United-States,<=50K,45-50
40-45,Local-gov,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,>50K,40-45
45-50,Self-emp-not-inc,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,>50K,45-50
65-70,Private,13,Never-married,Tech-support,Not-in-family,White,Male,40,United-States,>50K,65-70
50-55,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,50-55
20-25,Private,13,Never-married,Exec-managerial,Own-child,White,Female,35,United-States,<=50K,20-25
30-35,Self-emp-not-inc,9,Never-married,Other-service,Unmarried,White,Male,60,United-States,<=50K,30-35
25-30,Private,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,<=50K,25-30
20-25,Private,13,Never-married,Sales,Own-child,White,Female,15,United-States,<=50K,20-25
40-45,Private,9,Divorced,Transport-moving,Not-in-family,White,Male,68,United-States,<=50K,40-45
30-35,Private,9,Separated,Other-service,Not-in-family,White,Female,40,United-States,<=50K,30-35
25-30,Private,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K,25-30
35-40,Private,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,24,United-States,>50K,35-40
40-45,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,55,United-States,<=50K,40-45
-20,Private,6,Never-married,Other-service,Own-child,White,Male,15,United-States,<=50K,70-75
50-55,Self-emp-not-inc,8,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,<=50K,50-55
55-60,Private,12,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,55-60
50-55,Self-emp-not-inc,9,Never-married,Craft-repair,Own-child,White,Male,35,United-States,<=50K,50-55
40-45,Local-gov,11,Never-married,Craft-repair,Not-in-family,White,Male,44,United-States,<=50K,40-45
35-40,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,30,United-States,<=50K,35-40
55-60,Self-emp-not-inc,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,<=50K,55-60
35-40,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,35-40
65-70,Private,5,Never-married,Priv-house-serv,Not-in-family,Black,Female,22,United-States,<=50K,65-70
30-35,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,38,United-States,<=50K,30-35
30-35,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Mexico,<=50K,30-35
25-30,Private,9,Never-married,Exec-managerial,Not-in-family,White,Male,45,United-States,<=50K,25-30
35-40,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,40,Mexico,<=50K,35-40
35-40,Local-gov,9,Never-married,Craft-repair,Not-in-family,White,Male,40,Canada,<=50K,35-40
55-60,Local-gov,8,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,<=50K,55-60
25-30,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,25-30
25-30,Private,11,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,25-30
45-50,Private,10,Divorced,Exec-managerial,Unmarried,White,Female,70,United-States,<=50K,45-50
30-35,Private,13,Never-married,Tech-support,Not-in-family,White,Female,40,United-States,<=50K,30-35
35-40,Self-emp-inc,10,Divorced,Craft-repair,Not-in-family,White,Male,99,United-States,<=50K,35-40
65-70,Self-emp-inc,10,Widowed,Sales,Not-in-family,White,Female,20,United-States,<=50K,65-70
25-30,Self-emp-not-inc,11,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K,25-30
30-35,Private,9,Separated,Other-service,Not-in-family,White,Female,40,United-States,<=50K,30-35
20-25,Private,9,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,<=50K,20-25
45-50,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,58,United-States,<=50K,45-50
45-50,Private,9,Never-married,Adm-clerical,Not-in-family,White,Male,33,United-States,<=50K,45-50
20-25,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,<=50K,20-25
20-25,Private,13,Never-married,Other-service,Own-child,White,Female,30,United-States,<=50K,20-25
45-50,Private,2,Separated,Other-service,Not-in-family,White,Female,40,Mexico,<=50K,45-50
20-25,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,45,United-States,<=50K,20-25
30-35,Private,13,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,>50K,30-35
25-30,Private,10,Never-married,Adm-clerical,Unmarried,White,Female,30,United-States,<=50K,25-30
40-45,Local-gov,10,Divorced,Protective-serv,Unmarried,White,Female,40,United-States,<=50K,40-45
20-25,Private,10,Never-married,Handlers-cleaners,Own-child,White,Male,60,United-States,<=50K,20-25
30-35,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,?,>50K,30-35
20-25,Private,10,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,<=50K,20-25
45-50,Private,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,>50K,45-50
40-45,Private,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,24,United-States,>50K,40-45
25-30,Private,10,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,25-30
30-35,Private,16,Never-married,Prof-specialty,Not-in-family,White,Female,80,United-States,>50K,30-35
45-50,Self-emp-not-inc,9,Divorced,Prof-specialty,Not-in-family,White,Male,15,United-States,<=50K,45-50
25-30,Private,9,Never-married,Machine-op-inspct,Not-in-family,Black,Male,40,United-States,<=50K,25-30
40-45,Local-gov,14,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K,40-45
20-25,Private,13,Never-married,Other-service,Own-child,White,Male,40,United-States,<=50K,20-25
30-35,Private,11,Never-married,Prof-specialty,Unmarried,White,Female,55,United-States,<=50K,30-35
20-25,Private,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,<=50K,20-25
30-35,Private,13,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,30-35
20-25,Local-gov,12,Never-married,Prof-specialty,Own-child,White,Female,2,United-States,<=50K,20-25
40-45,Private,5,Never-married,Priv-house-serv,Unmarried,White,Female,40,Columbia,<=50K,40-45
35-40,Local-gov,10,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,<=50K,35-40
-20,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,70-75
-20,Private,9,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,<=50K,70-75
20-25,Private,9,Never-married,Other-service,Not-in-family,White,Male,40,United-States,<=50K,20-25
55-60,?,13,Married-civ-spouse,?,Husband,White,Male,40,United-States,<=50K,55-60
65-70,Private,14,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,55,United-States,>50K,65-70
45-50,Private,6,Divorced,Machine-op-inspct,Not-in-family,Black,Male,40,United-States,<=50K,45-50
30-35,Private,11,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,>50K,30-35
40-45,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K,40-45
55-60,?,10,Married-civ-spouse,?,Husband,White,Male,40,United-States,>50K,55-60
20-25,Private,12,Never-married,Protective-serv,Own-child,White,Male,60,United-States,<=50K,20-25
20-25,State-gov,10,Never-married,Exec-managerial,Own-child,White,Male,10,United-States,<=50K,20-25
45-50,Private,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,50,United-States,<=50K,45-50
40-45,Local-gov,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,48,United-States,<=50K,40-45
35-40,Local-gov,10,Married-civ-spouse,Adm-clerical,Husband,Amer-Indian-Eskimo,Male,40,United-States,<=50K,35-40
25-30,Federal-gov,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,48,Cuba,>50K,25-30
50-55,Private,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K,50-55
30-35,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,90,United-States,<=50K,30-35
45-50,Local-gov,11,Never-married,Protective-serv,Unmarried,White,Male,48,United-States,<=50K,45-50
20-25,Private,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,20-25
35-40,Private,14,Never-married,Sales,Not-in-family,White,Male,50,United-States,<=50K,35-40
40-45,Self-emp-inc,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States,>50K,40-45
40-45,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,>50K,40-45
35-40,Private,13,Divorced,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K,35-40
25-30,State-gov,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,12,United-States,<=50K,25-30
30-35,Self-emp-inc,13,Never-married,Prof-specialty,Not-in-family,White,Male,45,United-States,>50K,30-35
20-25,?,9,Never-married,?,Own-child,Black,Male,12,England,<=50K,20-25
25-30,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K,25-30
50-55,Private,9,Widowed,Craft-repair,Unmarried,Black,Female,40,United-States,<=50K,50-55
50-55,Private,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,50-55
50-55,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,>50K,50-55
30-35,Private,6,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,30-35
-20,?,9,Never-married,?,Not-in-family,White,Female,16,United-States,<=50K,70-75
65-70,?,9,Widowed,?,Not-in-family,White,Female,30,United-States,<=50K,65-70
50-55,Private,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,50-55
45-50,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States,>50K,45-50
20-25,Private,9,Never-married,Craft-repair,Own-child,White,Female,40,United-States,<=50K,20-25
45-50,Local-gov,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,30,United-States,>50K,45-50
40-45,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,51,United-States,<=50K,40-45
-20,Private,6,Never-married,Handlers-cleaners,Other-relative,White,Male,10,El-Salvador,<=50K,70-75
35-40,Private,9,Divorced,Other-service,Not-in-family,White,Female,25,United-States,<=50K,35-40
40-45,Private,9,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,>50K,40-45
20-25,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,30,United-States,<=50K,20-25
65-70,Private,9,Divorced,Craft-repair,Not-in-family,White,Female,40,United-States,<=50K,65-70
35-40,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,<=50K,35-40
55-60,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,55-60
40-45,State-gov,15,Married-civ-spouse,Prof-specialty,Husband,Black,Male,40,United-States,<=50K,40-45
40-45,Private,13,Married-civ-spouse,Tech-support,Husband,White,Male,45,United-States,>50K,40-45
40-45,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,40-45
35-40,Private,13,Divorced,Prof-specialty,Not-in-family,White,Male,45,United-States,<=50K,35-40
55-60,Private,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,55-60
45-50,Local-gov,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,44,United-States,>50K,45-50
20-25,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,36,United-States,<=50K,20-25
45-50,Self-emp-not-inc,10,Separated,Prof-specialty,Not-in-family,White,Male,20,United-States,<=50K,45-50
50-55,Private,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K,50-55
45-50,Private,9,Never-married,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Male,56,Puerto-Rico,<=50K,45-50
45-50,Federal-gov,14,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,45-50
45-50,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,56,United-States,>50K,45-50
25-30,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,30,United-States,>50K,25-30
30-35,Private,11,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K,30-35
75+,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,75+
65-70,Private,13,Married-civ-spouse,Craft-repair,Husband,White,Male,49,?,<=50K,65-70
20-25,Private,11,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,40,United-States,<=50K,20-25
75+,?,13,Married-civ-spouse,?,Husband,White,Male,30,United-States,<=50K,75+
20-25,Private,11,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,20-25
40-45,Private,10,Married-civ-spouse,Adm-clerical,Wife,Other,Female,30,Mexico,>50K,40-45
75+,Self-emp-inc,6,Married-civ-spouse,Exec-managerial,Wife,White,Female,28,United-States,<=50K,75+
-20,Private,6,Never-married,Other-service,Own-child,Black,Female,12,United-States,<=50K,70-75
55-60,Private,11,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,>50K,55-60
55-60,Federal-gov,6,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,55-60
40-45,Private,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,United-States,>50K,40-45
20-25,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K,20-25
35-40,Private,13,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,35,Philippines,>50K,35-40
30-35,Private,11,Married-civ-spouse,Tech-support,Wife,White,Female,24,United-States,>50K,30-35
20-25,Private,9,Never-married,Other-service,Other-relative,White,Male,30,United-States,<=50K,20-25
25-30,Federal-gov,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K,25-30
20-25,Private,9,Never-married,Adm-clerical,Not-in-family,White,Male,60,United-States,<=50K,20-25
40-45,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States,>50K,40-45
45-50,State-gov,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,United-States,>50K,45-50
25-30,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,<=50K,25-30
25-30,?,14,Never-married,?,Unmarried,Asian-Pac-Islander,Male,20,Taiwan,<=50K,25-30
50-55,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,50-55
25-30,Private,7,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,40,Vietnam,<=50K,25-30
40-45,Private,10,Widowed,Other-service,Unmarried,Black,Female,40,United-States,<=50K,40-45
45-50,Private,9,Divorced,Craft-repair,Own-child,White,Male,40,Puerto-Rico,<=50K,45-50
20-25,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,50,United-States,<=50K,20-25
75+,Local-gov,9,Widowed,Other-service,Unmarried,Amer-Indian-Eskimo,Female,32,United-States,<=50K,75+
25-30,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,44,United-States,<=50K,25-30
20-25,Private,10,Never-married,Sales,Own-child,White,Female,20,United-States,<=50K,20-25
25-30,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,Male,35,United-States,<=50K,25-30
55-60,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,55-60
65-70,Private,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K,65-70
20-25,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,<=50K,20-25
35-40,State-gov,9,Married-civ-spouse,Adm-clerical,Wife,Black,Female,40,United-States,<=50K,35-40
30-35,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,30-35
20-25,Private,10,Never-married,Sales,Own-child,White,Male,35,United-States,<=50K,20-25
45-50,Private,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,46,United-States,>50K,45-50
20-25,Local-gov,13,Never-married,Tech-support,Unmarried,Asian-Pac-Islander,Female,40,Vietnam,<=50K,20-25
30-35,Private,10,Separated,Adm-clerical,Unmarried,Black,Female,38,United-States,<=50K,30-35
25-30,Private,9,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K,25-30
35-40,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,99,United-States,<=50K,35-40
25-30,Local-gov,13,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K,25-30
35-40,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,35-40
25-30,Private,13,Never-married,Prof-specialty,Unmarried,White,Female,36,?,<=50K,25-30
25-30,Private,10,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K,25-30
45-50,Private,9,Never-married,Adm-clerical,Other-relative,White,Female,40,United-States,<=50K,45-50
25-30,Self-emp-not-inc,9,Never-married,Craft-repair,Not-in-family,White,Male,50,United-States,<=50K,25-30
